2.6079	-5.0614	-0.34515
2.6094	-5.0574	-0.34391
2.61	-5.0589	-0.34541
2.6112	-5.0601	-0.3465
2.6113	-5.0544	-0.34259
2.6113	-5.0567	-0.34274
2.6116	-5.0524	-0.34028
2.6117	-5.0587	-0.34574
2.6118	-5.053	-0.34183
2.6119	-5.0614	-0.35503
2.6122	-5.0581	-0.34432
2.6123	-5.0595	-0.35059
2.6123	-5.0596	-0.34839
2.6124	-5.0554	-0.3426
2.6125	-5.056	-0.34414
2.6126	-5.0602	-0.34563
2.6126	-5.0569	-0.34187
2.6126	-5.0593	-0.34689
2.6129	-5.0579	-0.35095
2.613	-5.0521	-0.3412
2.6133	-5.0578	-0.34291
2.6134	-5.0593	-0.34428
2.6134	-5.0599	-0.34961
2.6134	-5.0613	-0.35697
2.6134	-5.0551	-0.3407
2.6135	-5.052	-0.33852
2.6138	-5.0602	-0.3464
2.6139	-5.0598	-0.35621
2.614	-5.0598	-0.3519
2.614	-5.0639	-0.34957
2.614	-5.0582	-0.35218
2.6143	-5.051	-0.34036
2.6144	-5.0624	-0.35858
2.6144	-5.054	-0.33726
2.6144	-5.0589	-0.34295
2.6146	-5.0649	-0.35057
2.6146	-5.058	-0.34151
2.6146	-5.0607	-0.35781
2.6146	-5.0626	-0.34668
2.6148	-5.056	-0.34078
2.6149	-5.0601	-0.34388
2.6149	-5.0534	-0.34014
2.6149	-5.0629	-0.3483
2.6149	-5.0578	-0.35511
2.615	-5.0613	-0.34966
2.615	-5.0614	-0.34749
2.615	-5.0597	-0.34941
2.615	-5.0598	-0.34777
2.615	-5.0553	-0.35342
2.615	-5.0642	-0.35514
2.6151	-5.0637	-0.34494
2.6151	-5.0569	-0.35315
2.6151	-5.061	-0.35299
2.6151	-5.0674	-0.35189
2.6151	-5.063	-0.36021
2.6153	-5.0608	-0.35142
2.6154	-5.0654	-0.35172
2.6154	-5.0598	-0.3565
2.6154	-5.0648	-0.34808
2.6154	-5.0641	-0.34657
2.6155	-5.059	-0.35338
2.6155	-5.0519	-0.33833
2.6156	-5.0611	-0.35469
2.6156	-5.0659	-0.35005
2.6157	-5.06	-0.34243
2.6157	-5.0627	-0.35063
2.6158	-5.062	-0.34535
2.6158	-5.0549	-0.34059
2.6159	-5.0567	-0.3544
2.6159	-5.0681	-0.34866
2.6159	-5.068	-0.353
2.6159	-5.0592	-0.35508
2.616	-5.0614	-0.35634
2.6161	-5.0631	-0.35226
2.6161	-5.0618	-0.35954
