  2.345550	 -4.720140	  0.303990	  0.000000	
  2.348240	 -4.716410	  0.298850	  0.000000	
  2.348640	 -4.711020	  0.296860	  0.000000	
  2.348330	 -4.711880	  0.298520	  0.000000	
  2.348980	 -4.714240	  0.297060	  0.000000	
  2.349450	 -4.717330	  0.298880	  0.000000	
  2.347400	 -4.718920	  0.300650	  0.000000	
  2.349240	 -4.717940	  0.300570	  0.000000	
  2.346870	 -4.720400	  0.302390	  0.000000	
  2.349340	 -4.722980	  0.302520	  0.000000	
  2.349400	 -4.722730	  0.304130	  0.000000	
  2.343170	 -4.722260	  0.305800	  0.000000	
  2.344960	 -4.721870	  0.305740	  0.000000	
  2.344190	 -4.724030	  0.309170	  0.000000	
  2.344820	 -4.722210	  0.307390	  0.000000	
  2.347210	 -4.723790	  0.309120	  0.000000	
  2.348820	 -4.724320	  0.309140	  0.000000	
  2.343950	 -4.724670	  0.310830	  0.000000	
  2.345470	 -4.724350	  0.310800	  0.000000	
  2.347150	 -4.723810	  0.310730	  0.000000	
  2.345660	 -4.723680	  0.312370	  0.000000	
  2.348950	 -4.723760	  0.312350	  0.000000	
  2.347860	 -4.721950	  0.305720	  0.000000	
  2.349340	 -4.722900	  0.305780	  0.000000	
  2.347800	 -4.721970	  0.307370	  0.000000	
  2.351140	 -4.722350	  0.307360	  0.000000	
  2.350830	 -4.723210	  0.309020	  0.000000	
  2.349110	 -4.723300	  0.310700	  0.000000	
  2.350920	 -4.722890	  0.310630	  0.000000	
  2.352880	 -4.722370	  0.310560	  0.000000	
  2.351190	 -4.722090	  0.312190	  0.000000	
  2.352900	 -4.722270	  0.312210	  0.000000	
  2.352890	 -4.722240	  0.313820	  0.000000	
  2.354750	 -4.721630	  0.313750	  0.000000	
  2.346910	 -4.724420	  0.314030	  0.000000	
  2.348820	 -4.724100	  0.314000	  0.000000	
  2.350930	 -4.722750	  0.313890	  0.000000	
  2.350470	 -4.724060	  0.315590	  0.000000	
  2.356810	 -4.715510	  0.308420	  0.000000	
  2.358800	 -4.714920	  0.308350	  0.000000	
  2.358580	 -4.715490	  0.310010	  0.000000	
  2.358400	 -4.716070	  0.311670	  0.000000	
  2.358440	 -4.715900	  0.313280	  0.000000	
  2.360170	 -4.716150	  0.313290	  0.000000	
  2.360480	 -4.715290	  0.311600	  0.000000	
  2.358580	 -4.715370	  0.314880	  0.000000	
  2.360490	 -4.715200	  0.314850	  0.000000	
  2.360430	 -4.715320	  0.316470	  0.000000	
  2.362060	 -4.715920	  0.316490	  0.000000	
  2.361830	 -4.716560	  0.318150	  0.000000	
  2.349570	 -4.739380	  0.289890	  0.000000	
  2.346420	 -4.737910	  0.289120	  0.000000	
  2.350310	 -4.737840	  0.289680	  0.000000	
  2.347230	 -4.742990	  0.291670	  0.000000	
  2.348100	 -4.741310	  0.290830	  0.000000	
  2.349010	 -4.737240	  0.290940	  0.000000	
  2.350210	 -4.739630	  0.291500	  0.000000	
  2.351610	 -4.738890	  0.291810	  0.000000	
  2.350450	 -4.737770	  0.291320	  0.000000	
  2.351610	 -4.737140	  0.292240	  0.000000	
  2.352240	 -4.748910	  0.296480	  0.000000	
  2.344810	 -4.730510	  0.289920	  0.000000	
  2.349500	 -4.736330	  0.289120	  0.000000	
  2.348350	 -4.734400	  0.288560	  0.000000	
  2.347750	 -4.735390	  0.289850	  0.000000	
  2.347020	 -4.733140	  0.288660	  0.000000	
  2.348630	 -4.732900	  0.288980	  0.000000	
  2.348100	 -4.733840	  0.290240	  0.000000	
  2.348800	 -4.729530	  0.288130	  0.000000	
  2.347020	 -4.731110	  0.288520	  0.000000	
  2.348380	 -4.731110	  0.289430	  0.000000	
  2.348280	 -4.729290	  0.289850	  0.000000	
  2.349330	 -4.735210	  0.290730	  0.000000	
  2.349680	 -4.733700	  0.290550	  0.000000	
  2.351710	 -4.734580	  0.291460	  0.000000	
  2.352900	 -4.735880	  0.291960	  0.000000	
  2.350910	 -4.732370	  0.291390	  0.000000	
  2.353850	 -4.734050	  0.291670	  0.000000	
  2.353150	 -4.732550	  0.291640	  0.000000	
  2.347300	 -4.730300	  0.291220	  0.000000	
  2.349050	 -4.732090	  0.291110	  0.000000	
  2.349330	 -4.730580	  0.291500	  0.000000	
  2.348280	 -4.728730	  0.291500	  0.000000	
  2.353740	 -4.730270	  0.291360	  0.000000	
  2.350030	 -4.728900	  0.291810	  0.000000	
  2.351920	 -4.729250	  0.291570	  0.000000	
  2.351360	 -4.727680	  0.292100	  0.000000	
  2.349010	 -4.727010	  0.292970	  0.000000	
  2.353150	 -4.726200	  0.292270	  0.000000	
  2.351750	 -4.725640	  0.293010	  0.000000	
  2.353810	 -4.723930	  0.293110	  0.000000	
  2.352870	 -4.719930	  0.297460	  0.000000	
  2.352800	 -4.719970	  0.299140	  0.000000	
  2.354060	 -4.719330	  0.298330	  0.000000	
  2.349050	 -4.721890	  0.301000	  0.000000	
  2.346950	 -4.722980	  0.301980	  0.000000	
  2.346210	 -4.718950	  0.302330	  0.000000	
  2.347750	 -4.718740	  0.302640	  0.000000	
  2.348800	 -4.720070	  0.303700	  0.000000	
  2.351120	 -4.721510	  0.300650	  0.000000	
  2.354060	 -4.721160	  0.299600	  0.000000	
  2.353040	 -4.721120	  0.300890	  0.000000	
  2.351290	 -4.722000	  0.302360	  0.000000	
  2.353180	 -4.722240	  0.302080	  0.000000	
  2.353040	 -4.722310	  0.303800	  0.000000	
  2.350490	 -4.719830	  0.303420	  0.000000	
  2.352520	 -4.720770	  0.303770	  0.000000	
  2.341620	 -4.720140	  0.305970	  0.000000	
  2.342950	 -4.719470	  0.305130	  0.000000	
  2.344530	 -4.719230	  0.305450	  0.000000	
  2.343370	 -4.719830	  0.306820	  0.000000	
  2.345090	 -4.719510	  0.307060	  0.000000	
  2.346880	 -4.719190	  0.305060	  0.000000	
  2.349360	 -4.719830	  0.305870	  0.000000	
  2.347720	 -4.718770	  0.306600	  0.000000	
  2.351780	 -4.721160	  0.305030	  0.000000	
  2.354100	 -4.723050	  0.305940	  0.000000	
  2.353250	 -4.721580	  0.305380	  0.000000	
  2.350060	 -4.718770	  0.304540	  0.000000	
  2.351540	 -4.719930	  0.306080	  0.000000	
  2.352760	 -4.720630	  0.307060	  0.000000	
  2.353920	 -4.720070	  0.307970	  0.000000	
  2.340570	 -4.716850	  0.296270	  0.000000	
  2.342810	 -4.716990	  0.295950	  0.000000	
  2.343300	 -4.718040	  0.297070	  0.000000	
  2.344810	 -4.716600	  0.296160	  0.000000	
  2.344490	 -4.714850	  0.296090	  0.000000	
  2.343370	 -4.716000	  0.298020	  0.000000	
  2.345050	 -4.714570	  0.298790	  0.000000	
  2.343720	 -4.712180	  0.295990	  0.000000	
  2.344880	 -4.710920	  0.296270	  0.000000	
  2.344490	 -4.715440	  0.300090	  0.000000	
  2.345160	 -4.717760	  0.302960	  0.000000	
  2.345790	 -4.712920	  0.295740	  0.000000	
  2.346980	 -4.711690	  0.296580	  0.000000	
  2.346100	 -4.709770	  0.296580	  0.000000	
  2.345960	 -4.714110	  0.297490	  0.000000	
  2.347440	 -4.712780	  0.297700	  0.000000	
  2.346950	 -4.711130	  0.298230	  0.000000	
  2.345470	 -4.710640	  0.298400	  0.000000	
  2.345510	 -4.716250	  0.301100	  0.000000	
  2.347540	 -4.715860	  0.301310	  0.000000	
  2.346600	 -4.717020	  0.302120	  0.000000	
  2.348870	 -4.717620	  0.302360	  0.000000	
  2.344770	 -4.708080	  0.296650	  0.000000	
  2.346560	 -4.718210	  0.303910	  0.000000	
  2.348520	 -4.718350	  0.304190	  0.000000	
  2.349780	 -4.717690	  0.306750	  0.000000	
  2.351680	 -4.716740	  0.306920	  0.000000	
  2.352800	 -4.718670	  0.306360	  0.000000	
  2.353430	 -4.717720	  0.307870	  0.000000	
  2.353780	 -4.716250	  0.307130	  0.000000	
  2.351680	 -4.715580	  0.309090	  0.000000	
  2.353880	 -4.715620	  0.308740	  0.000000	
  2.352450	 -4.714600	  0.310000	  0.000000	
  2.354100	 -4.713800	  0.310250	  0.000000	
  2.353010	 -4.713730	  0.311550	  0.000000	
  2.353010	 -4.744180	  0.329980	  0.000000	
  2.354130	 -4.742990	  0.329110	  0.000000	
  2.353710	 -4.741380	  0.329600	  0.000000	
  2.354100	 -4.738120	  0.327560	  0.000000	
  2.352730	 -4.713870	  0.313260	  0.000000	
  2.353430	 -4.714110	  0.314880	  0.000000	
  2.359600	 -4.741340	  0.294200	  0.000000	
  2.354410	 -4.738580	  0.291920	  0.000000	
  2.354480	 -4.736790	  0.292340	  0.000000	
  2.357710	 -4.736860	  0.292410	  0.000000	
  2.357110	 -4.739100	  0.293250	  0.000000	
  2.361950	 -4.738930	  0.293640	  0.000000	
  2.361140	 -4.740540	  0.294440	  0.000000	
