  2.407090, -4.527980, -0.501500
  2.409570, -4.526510, -0.505040
  2.408730, -4.527310, -0.503740
  2.410100, -4.525100, -0.503640
  2.409500, -4.525940, -0.502270
  2.408560, -4.526930, -0.500420
  2.409930, -4.523560, -0.502410
  2.410070, -4.524540, -0.500840
  2.411310, -4.524870, -0.502160
  2.410840, -4.526670, -0.502200
  2.409230, -4.528450, -0.505180
  2.410950, -4.526280, -0.500360
  2.409850, -4.528820, -0.502640
  2.409100, -4.529870, -0.501370
  2.405870, -4.514160, -0.520320
  2.406810, -4.516700, -0.520470
  2.408070, -4.517670, -0.520520
  2.404920, -4.515800, -0.521230
  2.405860, -4.515850, -0.519210
  2.407220, -4.516540, -0.518070
  2.407730, -4.517190, -0.516790
  2.405580, -4.515480, -0.517630
  2.407690, -4.517120, -0.514580
  2.406120, -4.516150, -0.515640
  2.407510, -4.515640, -0.516540
  2.409010, -4.517180, -0.519030
  2.409330, -4.518090, -0.517380
  2.408130, -4.515660, -0.519000
  2.410560, -4.523840, -0.509420
  2.410140, -4.525700, -0.507000
  2.409890, -4.524120, -0.507990
  2.411260, -4.524090, -0.506510
  2.409860, -4.522510, -0.507810
  2.411290, -4.523040, -0.508020
  2.410560, -4.522760, -0.505990
  2.410140, -4.525100, -0.505290
  2.411120, -4.523630, -0.504830
  2.410100, -4.521770, -0.502170
  2.410870, -4.521490, -0.503570
  2.409820, -4.520650, -0.506510
  2.409610, -4.520760, -0.504940
  2.410240, -4.519390, -0.504060
  2.398310, -4.528380, -0.514530
  2.395870, -4.524030, -0.515550
  2.396110, -4.524330, -0.513450
  2.397270, -4.525780, -0.510950
  2.398120, -4.529620, -0.516090
  2.397380, -4.529650, -0.514630
  2.396540, -4.527160, -0.515790
  2.396910, -4.529410, -0.512650
  2.397040, -4.526210, -0.514120
  2.395980, -4.526980, -0.513070
  2.396040, -4.525670, -0.510090
  2.396090, -4.525400, -0.512160
  2.401120, -4.531920, -0.509720
  2.402400, -4.533550, -0.508760
  2.402310, -4.533420, -0.507250
  2.404560, -4.530910, -0.508980
  2.403970, -4.532790, -0.508880
  2.411540, -4.527210, -0.520010
  2.411360, -4.525800, -0.519380
  2.411360, -4.527280, -0.518430
  2.412340, -4.523630, -0.518820
  2.412970, -4.525630, -0.519970
  2.413110, -4.525560, -0.517730
  2.412690, -4.522470, -0.517480
  2.410910, -4.525380, -0.512820
  2.412200, -4.523700, -0.512790
  2.412230, -4.523160, -0.515340
  2.411740, -4.525170, -0.517010
  2.410400, -4.527190, -0.517130
  2.409700, -4.527350, -0.515540
  2.411910, -4.526130, -0.513820
  2.414160, -4.526560, -0.519910
  2.410200, -4.525490, -0.514260
  2.399050, -4.516510, -0.520770
  2.401220, -4.514630, -0.522090
  2.401410, -4.514000, -0.520490
  2.403840, -4.515100, -0.520450
  2.402700, -4.515530, -0.521590
  2.399870, -4.516180, -0.522010
  2.400540, -4.515830, -0.519850
  2.401300, -4.515660, -0.518450
  2.399320, -4.516710, -0.519100
  2.401940, -4.515540, -0.517090
  2.399330, -4.515470, -0.518150
  2.403510, -4.515340, -0.518760
  2.401360, -4.515720, -0.509760
  2.400090, -4.516370, -0.508950
  2.401880, -4.515470, -0.508330
  2.400670, -4.515900, -0.507480
  2.403340, -4.515110, -0.509180
  2.403890, -4.515810, -0.507930
  2.402440, -4.515150, -0.506900
  2.399730, -4.515950, -0.505920
  2.401030, -4.531830, -0.513360
  2.399300, -4.529630, -0.513430
  2.402500, -4.533690, -0.511710
  2.400990, -4.531970, -0.515840
  2.398720, -4.531160, -0.517130
  2.403660, -4.531370, -0.516500
  2.399570, -4.532300, -0.516320
  2.398890, -4.532450, -0.514820
  2.400220, -4.531090, -0.514720
  2.402990, -4.531490, -0.512350
  2.402640, -4.532280, -0.510800
  2.402620, -4.530510, -0.515210
  2.402990, -4.529820, -0.513430
  2.404830, -4.515630, -0.504400
  2.405300, -4.515360, -0.506650
  2.407260, -4.516270, -0.506760
  2.406840, -4.515890, -0.505180
  2.406810, -4.515920, -0.503530
  2.406770, -4.516450, -0.501960
  2.409010, -4.516660, -0.507390
