2.415978	-4.535641	-0.330130
2.417438	-4.537501	-0.329040
2.418878	-4.543362	-0.336151
2.419978	-4.544092	-0.337411
2.420288	-4.542341	-0.332021
2.420308	-4.543642	-0.335781
2.420488	-4.546102	-0.333331
2.420708	-4.544121	-0.333721
2.420878	-4.542522	-0.333960
2.421308	-4.545732	-0.334761
2.421528	-4.545092	-0.337421
2.421627	-4.544032	-0.330931
2.421788	-4.540672	-0.333741
2.421807	-4.547292	-0.337721
2.421848	-4.547332	-0.335201
2.421878	-4.545742	-0.339251
2.422368	-4.549172	-0.333681
2.422427	-4.547622	-0.333291
2.422768	-4.544382	-0.332591
2.423068	-4.545861	-0.329840
2.423098	-4.548372	-0.335191
2.423108	-4.547172	-0.331461
2.423237	-4.548532	-0.332351
2.423518	-4.547922	-0.337801
2.423708	-4.546152	-0.338781
2.423838	-4.548092	-0.330181
2.423918	-4.550102	-0.331801
2.424008	-4.549652	-0.335691
2.424008	-4.534601	-0.335061
2.424127	-4.549672	-0.333981
2.424148	-4.539402	-0.334361
2.424378	-4.551972	-0.332171
2.424498	-4.537622	-0.334151
2.424618	-4.551372	-0.334211
2.424748	-4.535902	-0.334501
2.424848	-4.546982	-0.331120
2.424958	-4.555202	-0.330451
2.424958	-4.553822	-0.331281
2.425127	-4.550922	-0.329941
2.425337	-4.552752	-0.335321
2.425387	-4.552822	-0.333431
2.425397	-4.548822	-0.328280
2.425418	-4.541582	-0.335341
2.425418	-4.540452	-0.333701
2.425588	-4.539301	-0.335661
2.425668	-4.552682	-0.330171
2.425737	-4.549332	-0.330211
2.425798	-4.541862	-0.333210
2.425798	-4.539792	-0.338251
2.425908	-4.539161	-0.332961
2.425928	-4.551922	-0.328701
2.426148	-4.551091	-0.336321
2.426217	-4.553902	-0.334611
2.426258	-4.536882	-0.333281
2.426358	-4.553582	-0.331801
2.426418	-4.555092	-0.331891
2.426588	-4.553852	-0.328970
2.426658	-4.556011	-0.329871
2.426708	-4.543751	-0.332151
2.426818	-4.541932	-0.337731
2.426848	-4.540981	-0.336081
2.426888	-4.540422	-0.332361
2.426917	-4.542452	-0.335661
2.426988	-4.539301	-0.336961
2.427098	-4.541822	-0.334011
2.427128	-4.550952	-0.327271
2.427268	-4.542312	-0.332431
2.427408	-4.535902	-0.332961
2.427417	-4.552902	-0.334890
2.427448	-4.543431	-0.333560
2.427468	-4.555462	-0.333850
2.427498	-4.557082	-0.331060
2.427607	-4.549502	-0.336741
2.427658	-4.537932	-0.332570
2.427688	-4.545141	-0.337991
2.427928	-4.549332	-0.329181
2.428108	-4.544832	-0.330931
2.428198	-4.554802	-0.327060
2.428218	-4.540841	-0.331631
2.428228	-4.552342	-0.326061
2.428278	-4.551152	-0.335931
2.428328	-4.541862	-0.336920
2.428388	-4.557992	-0.332280
2.428438	-4.560862	-0.328641
2.428468	-4.557422	-0.328110
2.428538	-4.544062	-0.336011
2.428548	-4.551121	-0.328330
2.428568	-4.559362	-0.328290
2.428568	-4.547482	-0.337811
2.428678	-4.546272	-0.331981
2.428778	-4.546802	-0.336181
2.428798	-4.560242	-0.326900
2.428848	-4.542242	-0.331101
2.428908	-4.556792	-0.326631
2.429058	-4.543292	-0.337941
2.429078	-4.555232	-0.333440
2.429098	-4.542142	-0.335241
2.429128	-4.548162	-0.329951
2.429128	-4.546622	-0.329840
2.429168	-4.544942	-0.337521
2.429238	-4.544902	-0.332291
2.429308	-4.544871	-0.334890
2.429337	-4.560212	-0.330101
2.429337	-4.558512	-0.326161
2.429378	-4.549762	-0.336341
2.429378	-4.545992	-0.333380
2.429397	-4.553832	-0.325631
2.429418	-4.553012	-0.335091
2.429428	-4.562772	-0.327841
2.429508	-4.562752	-0.325320
2.429678	-4.562142	-0.329840
2.429728	-4.538672	-0.331211
2.429758	-4.540701	-0.330821
2.429867	-4.545782	-0.336391
2.429978	-4.560432	-0.327901
2.430008	-4.547292	-0.332331
2.430008	-4.545082	-0.329560
2.430038	-4.549391	-0.329881
2.430038	-4.547251	-0.328680
2.430068	-4.561522	-0.326840
2.430178	-4.546201	-0.331171
2.430288	-4.546661	-0.334821
2.430298	-4.559852	-0.325860
2.430318	-4.559472	-0.331640
2.430338	-4.565132	-0.326300
2.430408	-4.547301	-0.336481
2.430538	-4.556522	-0.325320
2.430567	-4.560072	-0.324301
2.430708	-4.551821	-0.335441
2.430708	-4.543751	-0.329320
2.430778	-4.548651	-0.335410
2.430838	-4.561502	-0.325191
2.430848	-4.550162	-0.328230
2.430848	-4.542522	-0.338041
2.430948	-4.547951	-0.330121
2.431008	-4.562862	-0.326111
2.431038	-4.557952	-0.332601
2.431118	-4.566132	-0.328740
2.431128	-4.558462	-0.324891
2.431128	-4.548482	-0.331700
2.431248	-4.561552	-0.330761
2.431267	-4.556192	-0.323920
2.431298	-4.546241	-0.332541
2.431338	-4.564432	-0.328390
2.431368	-4.554712	-0.333790
2.431408	-4.549922	-0.334361
2.431408	-4.544481	-0.337061
2.431438	-4.551002	-0.332361
2.431438	-4.546172	-0.336681
2.431468	-4.564372	-0.325281
2.431508	-4.547152	-0.327880
2.431508	-4.545611	-0.328301
2.431548	-4.547152	-0.334121
2.431688	-4.548722	-0.333171
2.431718	-4.549252	-0.329560
2.431837	-4.562772	-0.324721
2.431878	-4.563272	-0.329910
2.431898	-4.551392	-0.330751
2.431928	-4.560092	-0.331691
2.431958	-4.553462	-0.334701
2.431968	-4.551352	-0.327601
2.432108	-4.549082	-0.327911
2.432148	-4.552482	-0.326621
2.432318	-4.551212	-0.333771
2.432318	-4.549532	-0.331031
2.432388	-4.553982	-0.326691
2.432478	-4.561302	-0.323911
2.432527	-4.550512	-0.329001
2.432548	-4.564802	-0.324290
2.432598	-4.553322	-0.328680
2.432638	-4.548872	-0.334571
2.432678	-4.565822	-0.327700
2.432698	-4.562782	-0.323360
2.432828	-4.566462	-0.323781
2.432878	-4.547152	-0.335451
2.433008	-4.554292	-0.333401
2.433018	-4.558422	-0.323611
2.433018	-4.549741	-0.326761
2.433088	-4.567542	-0.326840
2.433128	-4.555842	-0.330861
2.433158	-4.566892	-0.325330
2.433158	-4.547601	-0.327110
2.433228	-4.552552	-0.333210
2.433238	-4.559952	-0.323800
2.433328	-4.568422	-0.325450
2.433328	-4.565702	-0.329051
2.433408	-4.564192	-0.329921
2.433408	-4.555242	-0.326621
2.433408	-4.554682	-0.328121
2.433418	-4.570982	-0.323151
2.433508	-4.552442	-0.331561
2.433618	-4.550652	-0.331940
2.433688	-4.552332	-0.329981
2.433788	-4.550582	-0.333981
2.433818	-4.569912	-0.326521
2.433828	-4.566412	-0.322430
2.433958	-4.572402	-0.323000
2.433968	-4.553911	-0.330051
2.433998	-4.555002	-0.324930
2.434008	-4.563242	-0.322090
2.434058	-4.556592	-0.333161
2.434098	-4.568072	-0.322650
2.434178	-4.551072	-0.325641
2.434208	-4.552622	-0.327281
2.434348	-4.558182	-0.332280
2.434368	-4.561382	-0.323371
2.434368	-4.560972	-0.331201
2.434478	-4.569802	-0.323621
2.434628	-4.558332	-0.325071
2.434628	-4.556682	-0.324930
2.434668	-4.554122	-0.326830
2.434668	-4.549041	-0.325921
2.434678	-4.565282	-0.320951
2.434698	-4.556152	-0.328510
2.434698	-4.555172	-0.332081
2.434718	-4.562862	-0.330310
2.434738	-4.555632	-0.330540
2.434738	-4.551912	-0.333380
2.434768	-4.568032	-0.327561
2.434768	-4.552972	-0.328791
2.434778	-4.569412	-0.325461
2.434808	-4.557212	-0.329631
2.434908	-4.554612	-0.328891
2.434998	-4.570462	-0.321560
2.435068	-4.573942	-0.322271
2.435208	-4.568162	-0.321301
2.435298	-4.552722	-0.324510
2.435318	-4.571932	-0.325771
2.435408	-4.564132	-0.329531
2.435528	-4.572372	-0.321090
2.435538	-4.572952	-0.324340
2.435538	-4.554332	-0.330821
2.435608	-4.557382	-0.325850
2.435648	-4.557872	-0.331101
2.435708	-4.561832	-0.322090
2.435718	-4.557352	-0.323250
2.435728	-4.572632	-0.322600
2.435758	-4.570162	-0.320131
2.435788	-4.559482	-0.323920
2.435818	-4.567162	-0.328460
2.435828	-4.556192	-0.331451
2.435998	-4.551352	-0.324790
2.436038	-4.557212	-0.327321
2.436038	-4.554122	-0.323990
2.436108	-4.555562	-0.327180
2.436118	-4.565292	-0.328781
2.436278	-4.552932	-0.332680
2.436308	-4.567352	-0.320601
2.436398	-4.563962	-0.321660
2.436408	-4.574742	-0.321440
2.436488	-4.559802	-0.325351
2.436568	-4.568762	-0.320060
2.436628	-4.577672	-0.321840
2.436738	-4.559102	-0.326830
2.436858	-4.575312	-0.320081
2.436878	-4.558432	-0.328821
2.436908	-4.572722	-0.325821
2.436918	-4.571632	-0.318971
2.436948	-4.561762	-0.329601
2.436948	-4.555212	-0.323391
2.436948	-4.551462	-0.332961
2.437048	-4.557772	-0.322521
2.437088	-4.561692	-0.322801
2.437088	-4.559522	-0.322660
2.437098	-4.556942	-0.328791
2.437118	-4.573142	-0.319890
2.437158	-4.559522	-0.329910
2.437158	-4.557732	-0.330791
2.437258	-4.562782	-0.321291
2.437278	-4.577582	-0.323190
2.437288	-4.577152	-0.320350
2.437368	-4.562742	-0.323880
2.437548	-4.574482	-0.324340
2.437578	-4.570032	-0.319561
2.437638	-4.565532	-0.321241
2.437648	-4.568622	-0.327820
2.437678	-4.578092	-0.316660
2.437688	-4.565872	-0.328901
2.437698	-4.576362	-0.318840
2.437798	-4.579282	-0.322331
2.437818	-4.555352	-0.331520
2.437828	-4.580632	-0.320870
2.437878	-4.572842	-0.318460
2.437878	-4.568162	-0.320840
2.437888	-4.562502	-0.325320
2.438068	-4.574342	-0.318650
2.438098	-4.578802	-0.320590
2.438098	-4.553211	-0.323010
2.438138	-4.560712	-0.325140
2.438168	-4.564012	-0.322271
2.438168	-4.562922	-0.328441
2.438228	-4.578352	-0.319110
2.438278	-4.563942	-0.320690
2.438308	-4.561732	-0.321570
2.438308	-4.559522	-0.321390
2.438408	-4.572662	-0.326600
2.438558	-4.558892	-0.330121
2.438628	-4.580572	-0.319100
2.438728	-4.571492	-0.319130
2.438788	-4.577202	-0.324031
2.438838	-4.561522	-0.328721
2.438858	-4.574382	-0.325780
2.438878	-4.576612	-0.317520
2.439048	-4.583712	-0.321790
2.439048	-4.582642	-0.318810
2.439048	-4.565232	-0.322730
2.439048	-4.564672	-0.327350
2.439078	-4.567092	-0.327561
2.439078	-4.564642	-0.324230
2.439108	-4.583752	-0.319901
2.439188	-4.562992	-0.323041
2.439218	-4.562992	-0.327211
2.439258	-4.569912	-0.319710
2.439258	-4.568072	-0.319290
2.439328	-4.578942	-0.323810
2.439328	-4.562922	-0.324580
2.439358	-4.567512	-0.320760
2.439358	-4.564012	-0.325711
2.439358	-4.557352	-0.321570
2.439448	-4.585602	-0.318410
2.439448	-4.581642	-0.322140
2.439448	-4.578632	-0.317050
2.439478	-4.579932	-0.317940
2.439488	-4.581752	-0.320251
2.439498	-4.579982	-0.321591
2.439538	-4.561802	-0.326020
2.439648	-4.562782	-0.319851
2.439678	-4.582812	-0.316970
2.439688	-4.571352	-0.326981
2.439698	-4.583912	-0.318060
2.439728	-4.572762	-0.318620
2.439838	-4.575332	-0.317450
2.439958	-4.567762	-0.325351
2.439998	-4.570662	-0.318310
2.440118	-4.575872	-0.325051
2.440208	-4.565272	-0.326161
2.440228	-4.586352	-0.319630
2.440248	-4.580032	-0.323141
2.440278	-4.570032	-0.321320
2.440378	-4.566532	-0.322590
2.440418	-4.568812	-0.320170
2.440448	-4.568142	-0.322200
2.440448	-4.566492	-0.324131
2.440488	-4.567552	-0.326830
2.440488	-4.562432	-0.328471
2.440528	-4.585972	-0.315961
2.440578	-4.580072	-0.316590
2.440588	-4.565092	-0.322971
2.440588	-4.564012	-0.328091
2.440608	-4.584502	-0.319321
2.440688	-4.584262	-0.321241
2.440788	-4.586782	-0.317720
2.440818	-4.577322	-0.324270
2.440938	-4.578342	-0.316140
2.440958	-4.582432	-0.322190
2.441078	-4.583822	-0.316350
2.441188	-4.569092	-0.325780
2.441218	-4.564812	-0.324410
2.441258	-4.572242	-0.319780
2.441258	-4.566142	-0.325531
2.441318	-4.574782	-0.318270
2.441328	-4.571192	-0.321220
2.441328	-4.567762	-0.320970
2.441428	-4.589602	-0.317991
2.441428	-4.573192	-0.318240
2.441548	-4.587992	-0.318270
2.441608	-4.569282	-0.321310
2.441638	-4.570522	-0.318520
2.441638	-4.567622	-0.325071
2.441818	-4.583982	-0.314880
2.441818	-4.581642	-0.316160
2.441858	-4.579372	-0.323400
2.442028	-4.576812	-0.317840
2.442078	-4.590972	-0.317210
2.442198	-4.586922	-0.316010
2.442198	-4.570242	-0.319961
2.442228	-4.589222	-0.319381
2.442248	-4.584982	-0.321330
2.442268	-4.587662	-0.314030
2.442378	-4.567302	-0.326480
2.442408	-4.589102	-0.316300
2.442408	-4.579952	-0.315470
2.442448	-4.575712	-0.324700
2.442478	-4.592863	-0.315720
2.442548	-4.569542	-0.325040
2.442548	-4.567862	-0.322310
2.442618	-4.578862	-0.316670
2.442658	-4.568462	-0.323920
2.442708	-4.582792	-0.322350
2.442728	-4.574202	-0.318631
2.442758	-4.571052	-0.323570
2.442828	-4.594792	-0.317320
2.442868	-4.571542	-0.321500
2.442938	-4.573012	-0.319540
2.443118	-4.587483	-0.320380
2.443148	-4.568772	-0.326441
2.443238	-4.583442	-0.315040
2.443258	-4.575612	-0.318660
2.443358	-4.592352	-0.317150
2.443398	-4.572842	-0.322550
2.443418	-4.578823	-0.323690
2.443428	-4.577852	-0.318281
2.443638	-4.574412	-0.322660
2.443668	-4.590702	-0.313680
2.443678	-4.570662	-0.324930
2.443748	-4.576522	-0.322271
2.443818	-4.573752	-0.321011
2.443888	-4.589952	-0.319470
2.443888	-4.580302	-0.316310
2.443888	-4.570072	-0.323290
2.443928	-4.581772	-0.315630
2.443988	-4.574272	-0.319470
2.444118	-4.593743	-0.317040
2.444128	-4.596283	-0.314140
2.444148	-4.595082	-0.315570
2.444198	-4.570422	-0.321181
2.444218	-4.592332	-0.313500
2.444238	-4.584712	-0.314530
2.444238	-4.575192	-0.321040
2.444288	-4.593622	-0.314550
2.444288	-4.591852	-0.319201
2.444308	-4.567722	-0.326691
2.444328	-4.598642	-0.313770
2.444378	-4.593142	-0.318410
2.444378	-4.586133	-0.313990
2.444378	-4.579082	-0.317680
2.444408	-4.594803	-0.313160
2.444448	-4.596822	-0.315940
2.444458	-4.588732	-0.320350
2.444478	-4.582792	-0.321600
2.444588	-4.587732	-0.313650
2.444618	-4.571752	-0.323290
2.444698	-4.585622	-0.321510
2.444798	-4.569652	-0.326200
2.444828	-4.572702	-0.321780
2.444868	-4.576622	-0.321040
2.444938	-4.571652	-0.320661
2.445008	-4.578272	-0.322171
2.445158	-4.596822	-0.317291
2.445178	-4.575292	-0.323460
2.445218	-4.577572	-0.317920
2.445248	-4.596973	-0.312280
2.445248	-4.580302	-0.319710
2.445378	-4.594982	-0.317600
2.445388	-4.583562	-0.315260
2.445388	-4.581322	-0.321320
2.445428	-4.578622	-0.320590
2.445428	-4.577502	-0.319470
2.445498	-4.580162	-0.318101
2.445568	-4.593662	-0.312840
2.445608	-4.590732	-0.319520
2.445668	-4.580092	-0.322200
2.445708	-4.587642	-0.320670
2.445738	-4.598532	-0.314580
2.445778	-4.598323	-0.316500
2.445778	-4.582792	-0.320831
2.445778	-4.582192	-0.317680
2.445778	-4.580062	-0.316490
2.445868	-4.586782	-0.314180
2.445878	-4.595512	-0.311410
2.445928	-4.598273	-0.312760
2.445948	-4.576732	-0.322940
2.446018	-4.582092	-0.319190
2.446098	-4.573892	-0.323201
2.446228	-4.581982	-0.316030
2.446268	-4.599992	-0.315650
2.446388	-4.588752	-0.313720
2.446508	-4.584122	-0.316660
2.446508	-4.569402	-0.325881
2.446548	-4.593622	-0.311690
2.446648	-4.580762	-0.320030
2.446678	-4.600642	-0.313110
2.446688	-4.591413	-0.312530
2.446788	-4.571822	-0.324481
2.446828	-4.601692	-0.314830
2.446938	-4.584512	-0.318700
2.446998	-4.583792	-0.322020
2.447008	-4.586093	-0.315190
2.447008	-4.582232	-0.321641
2.447138	-4.597033	-0.317450
2.447178	-4.583812	-0.314980
2.447248	-4.584372	-0.320200
2.447258	-4.599663	-0.311470
2.447318	-4.578762	-0.322341
2.447358	-4.599152	-0.316550
2.447388	-4.590023	-0.313210
2.447598	-4.592082	-0.318921
